"","id","home_team","home_score","away_team","away_score","total_score","diff_score","home_win","date","year","month","decade","temperature","humidity","wind_mph"
"840","196810200crd","St. Louis Cardinals",41,"Washington Redskins",14,55,27,TRUE,"10/20/1968",1968,"October","1960s",56,58,8
"841","196810200nyg","New York Giants",10,"San Francisco 49ers",26,36,-16,FALSE,"10/20/1968",1968,"October","1960s",63,58,13
"842","196810200min","Minnesota Vikings",7,"Dallas Cowboys",20,27,-13,FALSE,"10/20/1968",1968,"October","1960s",45,74,6
"843","196810200det","Detroit Lions",14,"Green Bay Packers",14,28,0,FALSE,"10/20/1968",1968,"October","1960s",49,65,11
"844","196810200clt","Baltimore Colts",20,"Cleveland Browns",30,50,-10,FALSE,"10/20/1968",1968,"October","1960s",64,50,14
"845","196810200ram","Los Angeles Rams",27,"Atlanta Falcons",14,41,13,TRUE,"10/20/1968",1968,"October","1960s",63,84,8
"846","196810200phi","Philadelphia Eagles",16,"Chicago Bears",29,45,-13,FALSE,"10/20/1968",1968,"October","1960s",62,49,12
"847","196810270det","Detroit Lions",7,"San Francisco 49ers",14,21,-7,FALSE,"10/27/1968",1968,"October","1960s",46,64,18
"848","196810270chi","Chicago Bears",26,"Minnesota Vikings",24,50,2,TRUE,"10/27/1968",1968,"October","1960s",51,54,17
"849","196810270clt","Baltimore Colts",27,"Los Angeles Rams",10,37,17,TRUE,"10/27/1968",1968,"October","1960s",49,44,12
"850","196810270crd","St. Louis Cardinals",31,"New Orleans Saints",17,48,14,TRUE,"10/27/1968",1968,"October","1960s",57,41,18
"851","196810270was","Washington Redskins",10,"New York Giants",13,23,-3,FALSE,"10/27/1968",1968,"October","1960s",46,54,12
"852","196810270pit","Pittsburgh Steelers",6,"Philadelphia Eagles",3,9,3,TRUE,"10/27/1968",1968,"October","1960s",45,56,14
"853","196810270cle","Cleveland Browns",30,"Atlanta Falcons",7,37,23,TRUE,"10/27/1968",1968,"October","1960s",45,63,17
"854","196810280dal","Dallas Cowboys",17,"Green Bay Packers",28,45,-11,FALSE,"10/28/1968",1968,"October","1960s",55,44,7
"855","196811030phi","Philadelphia Eagles",17,"St. Louis Cardinals",45,62,-28,FALSE,"11/3/1968",1968,"November","1960s",55,58,9
"856","196811030sfo","San Francisco 49ers",21,"Cleveland Browns",33,54,-12,FALSE,"11/3/1968",1968,"November","1960s",56,88,10
"857","196811030min","Minnesota Vikings",27,"Washington Redskins",14,41,13,TRUE,"11/3/1968",1968,"November","1960s",40,75,8
"858","196811030atl","Atlanta Falcons",21,"Pittsburgh Steelers",41,62,-20,FALSE,"11/3/1968",1968,"November","1960s",62,72,6
"859","196811030nor","New Orleans Saints",3,"Dallas Cowboys",17,20,-14,FALSE,"11/3/1968",1968,"November","1960s",65,84,8
"860","196811030ram","Los Angeles Rams",10,"Detroit Lions",7,17,3,TRUE,"11/3/1968",1968,"November","1960s",61,79,10
"861","196811030nyg","New York Giants",0,"Baltimore Colts",26,26,-26,FALSE,"11/3/1968",1968,"November","1960s",58,51,8
"862","196811030gnb","Green Bay Packers",10,"Chicago Bears",13,23,-3,FALSE,"11/3/1968",1968,"November","1960s",36,67,9
"863","196811100dal","Dallas Cowboys",21,"New York Giants",27,48,-6,FALSE,"11/10/1968",1968,"November","1960s",50,68,16
"864","196811100chi","Chicago Bears",27,"San Francisco 49ers",19,46,8,TRUE,"11/10/1968",1968,"November","1960s",35,59,6
"865","196811100cle","Cleveland Browns",35,"New Orleans Saints",17,52,18,TRUE,"11/10/1968",1968,"November","1960s",35,81,7
"866","196811100det","Detroit Lions",10,"Baltimore Colts",27,37,-17,FALSE,"11/10/1968",1968,"November","1960s",33,72,7
"867","196811100phi","Philadelphia Eagles",10,"Washington Redskins",16,26,-6,FALSE,"11/10/1968",1968,"November","1960s",40,78,15
"868","196811100min","Minnesota Vikings",14,"Green Bay Packers",10,24,4,TRUE,"11/10/1968",1968,"November","1960s",32,69,7
"869","196811100atl","Atlanta Falcons",10,"Los Angeles Rams",17,27,-7,FALSE,"11/10/1968",1968,"November","1960s",39,80,12
"870","196811100crd","St. Louis Cardinals",28,"Pittsburgh Steelers",28,56,0,FALSE,"11/10/1968",1968,"November","1960s",34,73,9
"871","196811170sfo","San Francisco 49ers",20,"Los Angeles Rams",20,40,0,FALSE,"11/17/1968",1968,"November","1960s",55,78,7
"872","196811170chi","Chicago Bears",13,"Atlanta Falcons",16,29,-3,FALSE,"11/17/1968",1968,"November","1960s",42,85,8
"873","196811170det","Detroit Lions",6,"Minnesota Vikings",13,19,-7,FALSE,"11/17/1968",1968,"November","1960s",42,86,11
"874","196811170nyg","New York Giants",7,"Philadelphia Eagles",6,13,1,TRUE,"11/17/1968",1968,"November","1960s",40,79,14
"875","196811170pit","Pittsburgh Steelers",24,"Cleveland Browns",45,69,-21,FALSE,"11/17/1968",1968,"November","1960s",47,90,9
"876","196811170clt","Baltimore Colts",27,"St. Louis Cardinals",0,27,27,TRUE,"11/17/1968",1968,"November","1960s",50,77,9
"877","196811170gnb","Green Bay Packers",29,"New Orleans Saints",7,36,22,TRUE,"11/17/1968",1968,"November","1960s",40,90,11
"878","196811170was","Washington Redskins",24,"Dallas Cowboys",44,68,-20,FALSE,"11/17/1968",1968,"November","1960s",52,79,8
"879","196811240ram","Los Angeles Rams",24,"New York Giants",21,45,3,TRUE,"11/24/1968",1968,"November","1960s",59,89,6
"880","196811240was","Washington Redskins",7,"Green Bay Packers",27,34,-20,FALSE,"11/24/1968",1968,"November","1960s",50,55,10
"881","196811240chi","Chicago Bears",3,"Dallas Cowboys",34,37,-31,FALSE,"11/24/1968",1968,"November","1960s",45,70,12
"882","196811240crd","St. Louis Cardinals",17,"Atlanta Falcons",12,29,5,TRUE,"11/24/1968",1968,"November","1960s",50,72,10
"883","196811240det","Detroit Lions",20,"New Orleans Saints",20,40,0,FALSE,"11/24/1968",1968,"November","1960s",50,63,15
"884","196811240clt","Baltimore Colts",21,"Minnesota Vikings",9,30,12,TRUE,"11/24/1968",1968,"November","1960s",50,63,9
"885","196811240pit","Pittsburgh Steelers",28,"San Francisco 49ers",45,73,-17,FALSE,"11/24/1968",1968,"November","1960s",53,60,12
"886","196811240cle","Cleveland Browns",47,"Philadelphia Eagles",13,60,34,TRUE,"11/24/1968",1968,"November","1960s",52,70,13
"887","196811280det","Detroit Lions",0,"Philadelphia Eagles",12,12,-12,FALSE,"11/28/1968",1968,"November","1960s",40,86,15
"888","196811280dal","Dallas Cowboys",29,"Washington Redskins",20,49,9,TRUE,"11/28/1968",1968,"November","1960s",46,71,15
"889","196812010clt","Baltimore Colts",44,"Atlanta Falcons",0,44,44,TRUE,"12/1/1968",1968,"December","1960s",40,56,7
"890","196812010min","Minnesota Vikings",3,"Los Angeles Rams",31,34,-28,FALSE,"12/1/1968",1968,"December","1960s",35,74,13
"891","196812010sfo","San Francisco 49ers",27,"Green Bay Packers",20,47,7,TRUE,"12/1/1968",1968,"December","1960s",52,80,16
"892","196812010pit","Pittsburgh Steelers",10,"St. Louis Cardinals",20,30,-10,FALSE,"12/1/1968",1968,"December","1960s",31,70,8
"893","196812010nor","New Orleans Saints",17,"Chicago Bears",23,40,-6,FALSE,"12/1/1968",1968,"December","1960s",60,89,15
"894","196812010cle","Cleveland Browns",45,"New York Giants",10,55,35,TRUE,"12/1/1968",1968,"December","1960s",32,68,11
"895","196812070gnb","Green Bay Packers",3,"Baltimore Colts",16,19,-13,FALSE,"12/7/1968",1968,"December","1960s",19,74,14
"896","196812080was","Washington Redskins",21,"Cleveland Browns",24,45,-3,FALSE,"12/8/1968",1968,"December","1960s",30,57,14
"897","196812080atl","Atlanta Falcons",7,"Detroit Lions",24,31,-17,FALSE,"12/8/1968",1968,"December","1960s",32,48,9
"898","196812080nyg","New York Giants",21,"St. Louis Cardinals",28,49,-7,FALSE,"12/8/1968",1968,"December","1960s",33,50,17
"899","196812080ram","Los Angeles Rams",16,"Chicago Bears",17,33,-1,FALSE,"12/8/1968",1968,"December","1960s",52,85,6
"900","196812080phi","Philadelphia Eagles",29,"New Orleans Saints",17,46,12,TRUE,"12/8/1968",1968,"December","1960s",31,49,16
"901","196812080dal","Dallas Cowboys",28,"Pittsburgh Steelers",7,35,21,TRUE,"12/8/1968",1968,"December","1960s",36,54,10
"902","196812080sfo","San Francisco 49ers",20,"Minnesota Vikings",30,50,-10,FALSE,"12/8/1968",1968,"December","1960s",51,87,13
"903","196812140crd","St. Louis Cardinals",27,"Cleveland Browns",16,43,11,TRUE,"12/14/1968",1968,"December","1960s",17,61,20
"904","196812150nyg","New York Giants",10,"Dallas Cowboys",28,38,-18,FALSE,"12/15/1968",1968,"December","1960s",30,83,20
"905","196812150was","Washington Redskins",14,"Detroit Lions",3,17,11,TRUE,"12/15/1968",1968,"December","1960s",29,54,21
"906","196812150ram","Los Angeles Rams",24,"Baltimore Colts",28,52,-4,FALSE,"12/15/1968",1968,"December","1960s",58,55,7
"907","196812150chi","Chicago Bears",27,"Green Bay Packers",28,55,-1,FALSE,"12/15/1968",1968,"December","1960s",22,71,19
"908","196812150phi","Philadelphia Eagles",17,"Minnesota Vikings",24,41,-7,FALSE,"12/15/1968",1968,"December","1960s",28,63,20
"909","196812150atl","Atlanta Falcons",12,"San Francisco 49ers",14,26,-2,FALSE,"12/15/1968",1968,"December","1960s",24,56,15
"910","196812150nor","New Orleans Saints",24,"Pittsburgh Steelers",14,38,10,TRUE,"12/15/1968",1968,"December","1960s",37,48,14
"911","196812210cle","Cleveland Browns",31,"Dallas Cowboys",20,51,11,TRUE,"12/21/1968",1968,"December","1960s",33,62,12
"912","196812220clt","Baltimore Colts",24,"Minnesota Vikings",14,38,10,TRUE,"12/22/1968",1968,"December","1960s",33,73,7
"913","196812290cle","Cleveland Browns",0,"Baltimore Colts",34,34,-34,FALSE,"12/29/1968",1968,"December","1960s",27,60,22
"914","196901120clt","Baltimore Colts",7,"New York Jets",16,23,-9,FALSE,"1/12/1969",1969,"January","1960s",66,80,12
"915","196909210atl","Atlanta Falcons",24,"San Francisco 49ers",12,36,12,TRUE,"9/21/1969",1969,"September","1960s",62,92,14
"916","196909210clt","Baltimore Colts",20,"Los Angeles Rams",27,47,-7,FALSE,"9/21/1969",1969,"September","1960s",63,64,10
"917","196909210gnb","Green Bay Packers",17,"Chicago Bears",0,17,17,TRUE,"9/21/1969",1969,"September","1960s",54,74,6
"918","196909210pit","Pittsburgh Steelers",16,"Detroit Lions",13,29,3,TRUE,"9/21/1969",1969,"September","1960s",56,73,8
"919","196909210phi","Philadelphia Eagles",20,"Cleveland Browns",27,47,-7,FALSE,"9/21/1969",1969,"September","1960s",61,53,14
"920","196909210dal","Dallas Cowboys",24,"St. Louis Cardinals",3,27,21,TRUE,"9/21/1969",1969,"September","1960s",77,75,7
"921","196909210nyg","New York Giants",24,"Minnesota Vikings",23,47,1,TRUE,"9/21/1969",1969,"September","1960s",58,59,13
"922","196909210nor","New Orleans Saints",20,"Washington Redskins",26,46,-6,FALSE,"9/21/1969",1969,"September","1960s",78,74,12
"923","196909280crd","St. Louis Cardinals",20,"Chicago Bears",17,37,3,TRUE,"9/28/1969",1969,"September","1960s",63,67,4
"924","196909280cle","Cleveland Browns",27,"Washington Redskins",23,50,4,TRUE,"9/28/1969",1969,"September","1960s",53,83,11
"925","196909280gnb","Green Bay Packers",14,"San Francisco 49ers",7,21,7,TRUE,"9/28/1969",1969,"September","1960s",54,59,11
"926","196909280phi","Philadelphia Eagles",41,"Pittsburgh Steelers",27,68,14,TRUE,"9/28/1969",1969,"September","1960s",64,70,11
"927","196909280det","Detroit Lions",24,"New York Giants",0,24,24,TRUE,"9/28/1969",1969,"September","1960s",55,65,12
"928","196909280min","Minnesota Vikings",52,"Baltimore Colts",14,66,38,TRUE,"9/28/1969",1969,"September","1960s",53,65,7
"929","196909280nor","New Orleans Saints",17,"Dallas Cowboys",21,38,-4,FALSE,"9/28/1969",1969,"September","1960s",74,71,7
"930","196909280ram","Los Angeles Rams",17,"Atlanta Falcons",7,24,10,TRUE,"9/28/1969",1969,"September","1960s",66,83,10
"931","196910050ram","Los Angeles Rams",36,"New Orleans Saints",17,53,19,TRUE,"10/5/1969",1969,"October","1960s",69,37,11
"932","196910050pit","Pittsburgh Steelers",14,"St. Louis Cardinals",27,41,-13,FALSE,"10/5/1969",1969,"October","1960s",55,71,10
"933","196910050sfo","San Francisco 49ers",17,"Washington Redskins",17,34,0,FALSE,"10/5/1969",1969,"October","1960s",61,35,11
"934","196910050phi","Philadelphia Eagles",7,"Dallas Cowboys",38,45,-31,FALSE,"10/5/1969",1969,"October","1960s",57,61,12
"935","196910050cle","Cleveland Browns",21,"Detroit Lions",28,49,-7,FALSE,"10/5/1969",1969,"October","1960s",57,72,10
"936","196910050min","Minnesota Vikings",19,"Green Bay Packers",7,26,12,TRUE,"10/5/1969",1969,"October","1960s",66,72,11
"937","196910050atl","Atlanta Falcons",14,"Baltimore Colts",21,35,-7,FALSE,"10/5/1969",1969,"October","1960s",68,73,12
"938","196910050nyg","New York Giants",28,"Chicago Bears",24,52,4,TRUE,"10/5/1969",1969,"October","1960s",55,58,14
"939","196910120nyg","New York Giants",10,"Pittsburgh Steelers",7,17,3,TRUE,"10/12/1969",1969,"October","1960s",67,81,9
"940","196910120was","Washington Redskins",33,"St. Louis Cardinals",17,50,16,TRUE,"10/12/1969",1969,"October","1960s",61,82,6
"941","196910120atl","Atlanta Falcons",17,"Dallas Cowboys",24,41,-7,FALSE,"10/12/1969",1969,"October","1960s",70,73,4
"942","196910120sfo","San Francisco 49ers",21,"Los Angeles Rams",27,48,-6,FALSE,"10/12/1969",1969,"October","1960s",61,37,8
"943","196910120det","Detroit Lions",17,"Green Bay Packers",28,45,-11,FALSE,"10/12/1969",1969,"October","1960s",56,78,12
"944","196910120nor","New Orleans Saints",17,"Cleveland Browns",27,44,-10,FALSE,"10/12/1969",1969,"October","1960s",80,74,15
"945","196910120chi","Chicago Bears",0,"Minnesota Vikings",31,31,-31,FALSE,"10/12/1969",1969,"October","1960s",56,73,12
"946","196910130clt","Baltimore Colts",24,"Philadelphia Eagles",20,44,4,TRUE,"10/13/1969",1969,"October","1960s",66,74,6
"947","196910180cle","Cleveland Browns",42,"Pittsburgh Steelers",31,73,11,TRUE,"10/18/1969",1969,"October","1960s",42,59,14
"948","196910190was","Washington Redskins",20,"New York Giants",14,34,6,TRUE,"10/19/1969",1969,"October","1960s",54,54,4
"949","196910190crd","St. Louis Cardinals",10,"Minnesota Vikings",27,37,-17,FALSE,"10/19/1969",1969,"October","1960s",55,74,9
"950","196910190det","Detroit Lions",13,"Chicago Bears",7,20,6,TRUE,"10/19/1969",1969,"October","1960s",48,67,9
"951","196910190sfo","San Francisco 49ers",7,"Atlanta Falcons",21,28,-14,FALSE,"10/19/1969",1969,"October","1960s",57,57,9
"952","196910190nor","New Orleans Saints",10,"Baltimore Colts",30,40,-20,FALSE,"10/19/1969",1969,"October","1960s",71,68,12
"953","196910190dal","Dallas Cowboys",49,"Philadelphia Eagles",14,63,35,TRUE,"10/19/1969",1969,"October","1960s",69,62,10
"954","196910190ram","Los Angeles Rams",34,"Green Bay Packers",21,55,13,TRUE,"10/19/1969",1969,"October","1960s",61,62,12
"955","196910260gnb","Green Bay Packers",28,"Atlanta Falcons",10,38,18,TRUE,"10/26/1969",1969,"October","1960s",44,70,14
"956","196910260clt","Baltimore Colts",21,"San Francisco 49ers",24,45,-3,FALSE,"10/26/1969",1969,"October","1960s",48,49,5
"957","196910260phi","Philadelphia Eagles",13,"New Orleans Saints",10,23,3,TRUE,"10/26/1969",1969,"October","1960s",47,58,7
"958","196910260chi","Chicago Bears",7,"Los Angeles Rams",9,16,-2,FALSE,"10/26/1969",1969,"October","1960s",51,62,10
"959","196910260pit","Pittsburgh Steelers",7,"Washington Redskins",14,21,-7,FALSE,"10/26/1969",1969,"October","1960s",46,63,6
"960","196910260cle","Cleveland Browns",21,"St. Louis Cardinals",21,42,0,FALSE,"10/26/1969",1969,"October","1960s",46,73,10
"961","196910260min","Minnesota Vikings",24,"Detroit Lions",10,34,14,TRUE,"10/26/1969",1969,"October","1960s",40,79,15
"962","196910270dal","Dallas Cowboys",25,"New York Giants",3,28,22,TRUE,"10/27/1969",1969,"October","1960s",56,74,16
"963","196911020min","Minnesota Vikings",31,"Chicago Bears",14,45,17,TRUE,"11/2/1969",1969,"November","1960s",40,88,12
"964","196911020cle","Cleveland Browns",42,"Dallas Cowboys",10,52,32,TRUE,"11/2/1969",1969,"November","1960s",52,87,12
"965","196911020crd","St. Louis Cardinals",42,"New Orleans Saints",51,93,-9,FALSE,"11/2/1969",1969,"November","1960s",45,82,10
"966","196911020pit","Pittsburgh Steelers",34,"Green Bay Packers",38,72,-4,FALSE,"11/2/1969",1969,"November","1960s",56,84,11
"967","196911020atl","Atlanta Falcons",6,"Los Angeles Rams",38,44,-32,FALSE,"11/2/1969",1969,"November","1960s",61,89,6
"968","196911020clt","Baltimore Colts",41,"Washington Redskins",17,58,24,TRUE,"11/2/1969",1969,"November","1960s",61,84,10
"969","196911020nyg","New York Giants",20,"Philadelphia Eagles",23,43,-3,FALSE,"11/2/1969",1969,"November","1960s",56,82,14
"970","196911020sfo","San Francisco 49ers",14,"Detroit Lions",26,40,-12,FALSE,"11/2/1969",1969,"November","1960s",61,67,11
"971","196911090was","Washington Redskins",28,"Philadelphia Eagles",28,56,0,FALSE,"11/9/1969",1969,"November","1960s",46,91,12
"972","196911090ram","Los Angeles Rams",41,"San Francisco 49ers",30,71,11,TRUE,"11/9/1969",1969,"November","1960s",61,63,9
"973","196911090dal","Dallas Cowboys",33,"New Orleans Saints",17,50,16,TRUE,"11/9/1969",1969,"November","1960s",63,66,6
"974","196911090chi","Chicago Bears",38,"Pittsburgh Steelers",7,45,31,TRUE,"11/9/1969",1969,"November","1960s",45,86,7
"975","196911090clt","Baltimore Colts",14,"Green Bay Packers",6,20,8,TRUE,"11/9/1969",1969,"November","1960s",51,77,12
"976","196911090crd","St. Louis Cardinals",42,"New York Giants",17,59,25,TRUE,"11/9/1969",1969,"November","1960s",48,72,4
"977","196911090det","Detroit Lions",27,"Atlanta Falcons",21,48,6,TRUE,"11/9/1969",1969,"November","1960s",44,87,8
"978","196911090min","Minnesota Vikings",51,"Cleveland Browns",3,54,48,TRUE,"11/9/1969",1969,"November","1960s",46,69,8
"979","196911160pit","Pittsburgh Steelers",3,"Cleveland Browns",24,27,-21,FALSE,"11/16/1969",1969,"November","1960s",28,71,12
"980","196911160nyg","New York Giants",24,"New Orleans Saints",25,49,-1,FALSE,"11/16/1969",1969,"November","1960s",34,48,16
"981","196911160phi","Philadelphia Eagles",17,"Los Angeles Rams",23,40,-6,FALSE,"11/16/1969",1969,"November","1960s",34,49,12
"982","196911160gnb","Green Bay Packers",7,"Minnesota Vikings",9,16,-2,FALSE,"11/16/1969",1969,"November","1960s",28,71,11
"983","196911160det","Detroit Lions",20,"St. Louis Cardinals",0,20,20,TRUE,"11/16/1969",1969,"November","1960s",33,64,14
"984","196911160was","Washington Redskins",28,"Dallas Cowboys",41,69,-13,FALSE,"11/16/1969",1969,"November","1960s",33,58,8
"985","196911160sfo","San Francisco 49ers",20,"Baltimore Colts",17,37,3,TRUE,"11/16/1969",1969,"November","1960s",57,76,14
"986","196911160atl","Atlanta Falcons",48,"Chicago Bears",31,79,17,TRUE,"11/16/1969",1969,"November","1960s",39,48,5
"987","196911230ram","Los Angeles Rams",24,"Dallas Cowboys",23,47,1,TRUE,"11/23/1969",1969,"November","1960s",59,59,7
"988","196911230crd","St. Louis Cardinals",30,"Philadelphia Eagles",34,64,-4,FALSE,"11/23/1969",1969,"November","1960s",55,58,13
"989","196911230cle","Cleveland Browns",28,"New York Giants",17,45,11,TRUE,"11/23/1969",1969,"November","1960s",44,64,10
"990","196911230chi","Chicago Bears",21,"Baltimore Colts",24,45,-3,FALSE,"11/23/1969",1969,"November","1960s",42,74,7
"991","196911230gnb","Green Bay Packers",10,"Detroit Lions",16,26,-6,FALSE,"11/23/1969",1969,"November","1960s",31,67,9
"992","196911230nor","New Orleans Saints",43,"San Francisco 49ers",38,81,5,TRUE,"11/23/1969",1969,"November","1960s",62,75,8
"993","196911230min","Minnesota Vikings",52,"Pittsburgh Steelers",14,66,38,TRUE,"11/23/1969",1969,"November","1960s",32,85,7
"994","196911230was","Washington Redskins",27,"Atlanta Falcons",20,47,7,TRUE,"11/23/1969",1969,"November","1960s",40,64,8
"995","196911270dal","Dallas Cowboys",24,"San Francisco 49ers",24,48,0,FALSE,"11/27/1969",1969,"November","1960s",52,79,15
"996","196911270det","Detroit Lions",0,"Minnesota Vikings",27,27,-27,FALSE,"11/27/1969",1969,"November","1960s",36,75,12
"997","196911300crd","St. Louis Cardinals",47,"Pittsburgh Steelers",10,57,37,TRUE,"11/30/1969",1969,"November","1960s",37,54,13
"998","196911300was","Washington Redskins",13,"Los Angeles Rams",24,37,-11,FALSE,"11/30/1969",1969,"November","1960s",35,60,11
"999","196911300clt","Baltimore Colts",13,"Atlanta Falcons",6,19,7,TRUE,"11/30/1969",1969,"November","1960s",39,50,11
"1000","196911300chi","Chicago Bears",24,"Cleveland Browns",28,52,-4,FALSE,"11/30/1969",1969,"November","1960s",34,61,11
"1001","196911300gnb","Green Bay Packers",20,"New York Giants",10,30,10,TRUE,"11/30/1969",1969,"November","1960s",32,60,17
"1002","196911300nor","New Orleans Saints",26,"Philadelphia Eagles",17,43,9,TRUE,"11/30/1969",1969,"November","1960s",50,52,9
"1003","196912060sfo","San Francisco 49ers",42,"Chicago Bears",21,63,21,TRUE,"12/6/1969",1969,"December","1960s",54,81,11
"1004","196912070pit","Pittsburgh Steelers",7,"Dallas Cowboys",10,17,-3,FALSE,"12/7/1969",1969,"December","1960s",34,62,12
"1005","196912070phi","Philadelphia Eagles",29,"Washington Redskins",34,63,-5,FALSE,"12/7/1969",1969,"December","1960s",32,57,10
"1006","196912070ram","Los Angeles Rams",13,"Minnesota Vikings",20,33,-7,FALSE,"12/7/1969",1969,"December","1960s",57,73,9
"1007","196912070clt","Baltimore Colts",17,"Detroit Lions",17,34,0,FALSE,"12/7/1969",1969,"December","1960s",34,57,9
"1008","196912070nyg","New York Giants",49,"St. Louis Cardinals",6,55,43,TRUE,"12/7/1969",1969,"December","1960s",34,46,10
"1009","196912070atl","Atlanta Falcons",45,"New Orleans Saints",17,62,28,TRUE,"12/7/1969",1969,"December","1960s",44,84,16
"1010","196912070cle","Cleveland Browns",20,"Green Bay Packers",7,27,13,TRUE,"12/7/1969",1969,"December","1960s",35,62,16
"1011","196912130dal","Dallas Cowboys",27,"Baltimore Colts",10,37,17,TRUE,"12/13/1969",1969,"December","1960s",56,71,12
"1012","196912140crd","St. Louis Cardinals",21,"Cleveland Browns",27,48,-6,FALSE,"12/14/1969",1969,"December","1960s",39,71,15
"1013","196912140pit","Pittsburgh Steelers",17,"New York Giants",21,38,-4,FALSE,"12/14/1969",1969,"December","1960s",35,75,12
"1014","196912140min","Minnesota Vikings",10,"San Francisco 49ers",7,17,3,TRUE,"12/14/1969",1969,"December","1960s",22,86,14
"1015","196912140was","Washington Redskins",17,"New Orleans Saints",14,31,3,TRUE,"12/14/1969",1969,"December","1960s",35,72,10
"1016","196912140phi","Philadelphia Eagles",3,"Atlanta Falcons",27,30,-24,FALSE,"12/14/1969",1969,"December","1960s",32,79,8
"1017","196912140chi","Chicago Bears",3,"Green Bay Packers",21,24,-18,FALSE,"12/14/1969",1969,"December","1960s",34,72,15
"1018","196912140det","Detroit Lions",28,"Los Angeles Rams",0,28,28,TRUE,"12/14/1969",1969,"December","1960s",33,84,13
"1019","196912210sfo","San Francisco 49ers",14,"Philadelphia Eagles",13,27,1,TRUE,"12/21/1969",1969,"December","1960s",62,82,21
"1020","196912210ram","Los Angeles Rams",7,"Baltimore Colts",13,20,-6,FALSE,"12/21/1969",1969,"December","1960s",61,88,9
"1021","196912210gnb","Green Bay Packers",45,"St. Louis Cardinals",28,73,17,TRUE,"12/21/1969",1969,"December","1960s",17,80,14
"1022","196912210nor","New Orleans Saints",27,"Pittsburgh Steelers",24,51,3,TRUE,"12/21/1969",1969,"December","1960s",64,78,14
"1023","196912210atl","Atlanta Falcons",10,"Minnesota Vikings",3,13,7,TRUE,"12/21/1969",1969,"December","1960s",36,63,10
"1024","196912210dal","Dallas Cowboys",20,"Washington Redskins",10,30,10,TRUE,"12/21/1969",1969,"December","1960s",54,79,15
"1025","196912210nyg","New York Giants",27,"Cleveland Browns",14,41,13,TRUE,"12/21/1969",1969,"December","1960s",30,51,13
"1026","196912210chi","Chicago Bears",3,"Detroit Lions",20,23,-17,FALSE,"12/21/1969",1969,"December","1960s",24,81,9
"1027","196912270min","Minnesota Vikings",23,"Los Angeles Rams",20,43,3,TRUE,"12/27/1969",1969,"December","1960s",10,83,7
"1028","196912280dal","Dallas Cowboys",14,"Cleveland Browns",38,52,-24,FALSE,"12/28/1969",1969,"December","1960s",51,95,14
