"","id","home_team","home_score","away_team","away_score","total_score","diff_score","home_win","date","year","month","decade","temperature","humidity","wind_mph"
"210","196210140crd","St. Louis Cardinals",17,"Washington Redskins",17,34,0,FALSE,"10/14/1962",1962,"October","1960s",71,80,5
"211","196210140det","Detroit Lions",13,"Los Angeles Rams",10,23,3,TRUE,"10/14/1962",1962,"October","1960s",61,82,6
"212","196210140chi","Chicago Bears",27,"San Francisco 49ers",34,61,-7,FALSE,"10/14/1962",1962,"October","1960s",70,74,11
"213","196210140cle","Cleveland Browns",14,"Baltimore Colts",36,50,-22,FALSE,"10/14/1962",1962,"October","1960s",63,70,6
"214","196210210gnb","Green Bay Packers",31,"San Francisco 49ers",13,44,18,TRUE,"10/21/1962",1962,"October","1960s",46,72,11
"215","196210210crd","St. Louis Cardinals",7,"Cleveland Browns",34,41,-27,FALSE,"10/21/1962",1962,"October","1960s",57,70,12
"216","196210210nyg","New York Giants",17,"Detroit Lions",14,31,3,TRUE,"10/21/1962",1962,"October","1960s",61,64,10
"217","196210210phi","Philadelphia Eagles",21,"Washington Redskins",27,48,-6,FALSE,"10/21/1962",1962,"October","1960s",60,62,9
"218","196210210ram","Los Angeles Rams",14,"Minnesota Vikings",38,52,-24,FALSE,"10/21/1962",1962,"October","1960s",64,74,8
"219","196210210pit","Pittsburgh Steelers",27,"Dallas Cowboys",42,69,-15,FALSE,"10/21/1962",1962,"October","1960s",58,60,11
"220","196210210chi","Chicago Bears",35,"Baltimore Colts",15,50,20,TRUE,"10/21/1962",1962,"October","1960s",49,72,11
"221","196210280min","Minnesota Vikings",31,"Philadelphia Eagles",21,52,10,TRUE,"10/28/1962",1962,"October","1960s",48,69,13
"222","196210280dal","Dallas Cowboys",24,"St. Louis Cardinals",28,52,-4,FALSE,"10/28/1962",1962,"October","1960s",68,79,16
"223","196210280pit","Pittsburgh Steelers",14,"Cleveland Browns",41,55,-27,FALSE,"10/28/1962",1962,"October","1960s",50,51,18
"224","196210280det","Detroit Lions",11,"Chicago Bears",3,14,8,TRUE,"10/28/1962",1962,"October","1960s",52,67,15
"225","196210280nyg","New York Giants",49,"Washington Redskins",34,83,15,TRUE,"10/28/1962",1962,"October","1960s",50,47,17
"226","196210280clt","Baltimore Colts",6,"Green Bay Packers",17,23,-11,FALSE,"10/28/1962",1962,"October","1960s",50,38,12
"227","196210280sfo","San Francisco 49ers",14,"Los Angeles Rams",28,42,-14,FALSE,"10/28/1962",1962,"October","1960s",56,87,8
"228","196211040chi","Chicago Bears",7,"Green Bay Packers",38,45,-31,FALSE,"11/4/1962",1962,"November","1960s",36,90,12
"229","196211040nyg","New York Giants",31,"St. Louis Cardinals",28,59,3,TRUE,"11/4/1962",1962,"November","1960s",42,74,14
"230","196211040ram","Los Angeles Rams",3,"Detroit Lions",12,15,-9,FALSE,"11/4/1962",1962,"November","1960s",60,86,7
"231","196211040was","Washington Redskins",10,"Dallas Cowboys",38,48,-28,FALSE,"11/4/1962",1962,"November","1960s",42,79,8
"232","196211040sfo","San Francisco 49ers",3,"Baltimore Colts",22,25,-19,FALSE,"11/4/1962",1962,"November","1960s",57,85,11
"233","196211040cle","Cleveland Browns",14,"Philadelphia Eagles",14,28,0,FALSE,"11/4/1962",1962,"November","1960s",42,84,8
"234","196211040pit","Pittsburgh Steelers",39,"Minnesota Vikings",31,70,8,TRUE,"11/4/1962",1962,"November","1960s",39,79,7
"235","196211110was","Washington Redskins",17,"Cleveland Browns",9,26,8,TRUE,"11/11/1962",1962,"November","1960s",54,63,19
"236","196211110phi","Philadelphia Eagles",0,"Green Bay Packers",49,49,-49,FALSE,"11/11/1962",1962,"November","1960s",50,69,16
"237","196211110chi","Chicago Bears",31,"Minnesota Vikings",30,61,1,TRUE,"11/11/1962",1962,"November","1960s",41,78,9
"238","196211110crd","St. Louis Cardinals",17,"Pittsburgh Steelers",26,43,-9,FALSE,"11/11/1962",1962,"November","1960s",44,56,9
"239","196211110dal","Dallas Cowboys",10,"New York Giants",41,51,-31,FALSE,"11/11/1962",1962,"November","1960s",66,43,20
"240","196211110ram","Los Angeles Rams",2,"Baltimore Colts",14,16,-12,FALSE,"11/11/1962",1962,"November","1960s",58,85,7
"241","196211110sfo","San Francisco 49ers",24,"Detroit Lions",38,62,-14,FALSE,"11/11/1962",1962,"November","1960s",56,85,8
"242","196211180gnb","Green Bay Packers",17,"Baltimore Colts",13,30,4,TRUE,"11/18/1962",1962,"November","1960s",35,65,5
"243","196211180min","Minnesota Vikings",6,"Detroit Lions",17,23,-11,FALSE,"11/18/1962",1962,"November","1960s",30,63,8
"244","196211180cle","Cleveland Browns",38,"St. Louis Cardinals",14,52,24,TRUE,"11/18/1962",1962,"November","1960s",40,79,10
"245","196211180pit","Pittsburgh Steelers",23,"Washington Redskins",21,44,2,TRUE,"11/18/1962",1962,"November","1960s",37,88,13
"246","196211180nyg","New York Giants",19,"Philadelphia Eagles",14,33,5,TRUE,"11/18/1962",1962,"November","1960s",41,75,13
"247","196211180dal","Dallas Cowboys",33,"Chicago Bears",34,67,-1,FALSE,"11/18/1962",1962,"November","1960s",42,80,16
"248","196211180ram","Los Angeles Rams",17,"San Francisco 49ers",24,41,-7,FALSE,"11/18/1962",1962,"November","1960s",58,32,13
"249","196211220det","Detroit Lions",26,"Green Bay Packers",14,40,12,TRUE,"11/22/1962",1962,"November","1960s",37,70,15
"250","196211250was","Washington Redskins",24,"New York Giants",42,66,-18,FALSE,"11/25/1962",1962,"November","1960s",41,55,6
"251","196211250min","Minnesota Vikings",24,"Los Angeles Rams",24,48,0,FALSE,"11/25/1962",1962,"November","1960s",30,76,10
"252","196211250crd","St. Louis Cardinals",17,"San Francisco 49ers",24,41,-7,FALSE,"11/25/1962",1962,"November","1960s",45,58,6
"253","196211250cle","Cleveland Browns",35,"Pittsburgh Steelers",14,49,21,TRUE,"11/25/1962",1962,"November","1960s",36,75,8
"254","196211250phi","Philadelphia Eagles",28,"Dallas Cowboys",14,42,14,TRUE,"11/25/1962",1962,"November","1960s",37,53,8
"255","196211250clt","Baltimore Colts",0,"Chicago Bears",57,57,-57,FALSE,"11/25/1962",1962,"November","1960s",35,59,8
"256","196212020was","Washington Redskins",14,"Philadelphia Eagles",37,51,-23,FALSE,"12/2/1962",1962,"December","1960s",50,39,5
"257","196212020dal","Dallas Cowboys",45,"Cleveland Browns",21,66,24,TRUE,"12/2/1962",1962,"December","1960s",59,88,12
"258","196212020det","Detroit Lions",21,"Baltimore Colts",14,35,7,TRUE,"12/2/1962",1962,"December","1960s",34,84,3
"259","196212020chi","Chicago Bears",24,"New York Giants",26,50,-2,FALSE,"12/2/1962",1962,"December","1960s",41,74,6
"260","196212020pit","Pittsburgh Steelers",19,"St. Louis Cardinals",7,26,12,TRUE,"12/2/1962",1962,"December","1960s",41,44,3
"261","196212020min","Minnesota Vikings",12,"San Francisco 49ers",35,47,-23,FALSE,"12/2/1962",1962,"December","1960s",53,70,12
"262","196212020gnb","Green Bay Packers",41,"Los Angeles Rams",10,51,31,TRUE,"12/2/1962",1962,"December","1960s",40,77,6
"263","196212080clt","Baltimore Colts",34,"Washington Redskins",21,55,13,TRUE,"12/8/1962",1962,"December","1960s",35,54,12
"264","196212090det","Detroit Lions",37,"Minnesota Vikings",23,60,14,TRUE,"12/9/1962",1962,"December","1960s",20,81,10
"265","196212090crd","St. Louis Cardinals",52,"Dallas Cowboys",20,72,32,TRUE,"12/9/1962",1962,"December","1960s",26,46,20
"266","196212090sfo","San Francisco 49ers",21,"Green Bay Packers",31,52,-10,FALSE,"12/9/1962",1962,"December","1960s",48,94,8
"267","196212090nyg","New York Giants",17,"Cleveland Browns",13,30,4,TRUE,"12/9/1962",1962,"December","1960s",35,62,10
"268","196212090chi","Chicago Bears",30,"Los Angeles Rams",14,44,16,TRUE,"12/9/1962",1962,"December","1960s",20,76,14
"269","196212090phi","Philadelphia Eagles",17,"Pittsburgh Steelers",26,43,-9,FALSE,"12/9/1962",1962,"December","1960s",35,55,9
"270","196212150sfo","San Francisco 49ers",10,"Cleveland Browns",13,23,-3,FALSE,"12/15/1962",1962,"December","1960s",60,87,14
"271","196212160was","Washington Redskins",24,"Pittsburgh Steelers",27,51,-3,FALSE,"12/16/1962",1962,"December","1960s",35,55,6
"272","196212160chi","Chicago Bears",3,"Detroit Lions",0,3,3,TRUE,"12/16/1962",1962,"December","1960s",30,69,10
"273","196212160ram","Los Angeles Rams",17,"Green Bay Packers",20,37,-3,FALSE,"12/16/1962",1962,"December","1960s",60,83,10
"274","196212160nyg","New York Giants",41,"Dallas Cowboys",31,72,10,TRUE,"12/16/1962",1962,"December","1960s",27,78,11
"275","196212160crd","St. Louis Cardinals",45,"Philadelphia Eagles",35,80,10,TRUE,"12/16/1962",1962,"December","1960s",33,75,6
"276","196212160clt","Baltimore Colts",42,"Minnesota Vikings",17,59,25,TRUE,"12/16/1962",1962,"December","1960s",30,63,10
"277","196212300nyg","New York Giants",7,"Green Bay Packers",16,23,-9,FALSE,"12/30/1962",1962,"December","1960s",25,58,27
"278","196309140dal","Dallas Cowboys",7,"St. Louis Cardinals",34,41,-27,FALSE,"9/14/1963",1963,"September","1960s",76,79,9
"279","196309140ram","Los Angeles Rams",2,"Detroit Lions",23,25,-21,FALSE,"9/14/1963",1963,"September","1960s",70,77,10
"280","196309150gnb","Green Bay Packers",3,"Chicago Bears",10,13,-7,FALSE,"9/15/1963",1963,"September","1960s",54,76,7
"281","196309150sfo","San Francisco 49ers",20,"Minnesota Vikings",24,44,-4,FALSE,"9/15/1963",1963,"September","1960s",64,73,17
"282","196309150cle","Cleveland Browns",37,"Washington Redskins",14,51,23,TRUE,"9/15/1963",1963,"September","1960s",59,65,9
"283","196309150clt","Baltimore Colts",28,"New York Giants",37,65,-9,FALSE,"9/15/1963",1963,"September","1960s",54,78,11
"284","196309150phi","Philadelphia Eagles",21,"Pittsburgh Steelers",21,42,0,FALSE,"9/15/1963",1963,"September","1960s",55,77,13
"285","196309210ram","Los Angeles Rams",14,"Washington Redskins",37,51,-23,FALSE,"9/21/1963",1963,"September","1960s",70,78,8
"286","196309220sfo","San Francisco 49ers",14,"Baltimore Colts",20,34,-6,FALSE,"9/22/1963",1963,"September","1960s",62,73,10
"287","196309220pit","Pittsburgh Steelers",31,"New York Giants",0,31,31,TRUE,"9/22/1963",1963,"September","1960s",52,63,12
"288","196309220phi","Philadelphia Eagles",24,"St. Louis Cardinals",28,52,-4,FALSE,"9/22/1963",1963,"September","1960s",56,59,14
"289","196309220min","Minnesota Vikings",7,"Chicago Bears",28,35,-21,FALSE,"9/22/1963",1963,"September","1960s",51,78,9
"290","196309220dal","Dallas Cowboys",24,"Cleveland Browns",41,65,-17,FALSE,"9/22/1963",1963,"September","1960s",77,57,9
"291","196309220gnb","Green Bay Packers",31,"Detroit Lions",10,41,21,TRUE,"9/22/1963",1963,"September","1960s",56,70,14
"292","196309290phi","Philadelphia Eagles",14,"New York Giants",37,51,-23,FALSE,"9/29/1963",1963,"September","1960s",64,81,12
"293","196309290det","Detroit Lions",21,"Chicago Bears",37,58,-16,FALSE,"9/29/1963",1963,"September","1960s",54,76,13
"294","196309290min","Minnesota Vikings",45,"San Francisco 49ers",14,59,31,TRUE,"9/29/1963",1963,"September","1960s",48,84,9
"295","196309290gnb","Green Bay Packers",31,"Baltimore Colts",20,51,11,TRUE,"9/29/1963",1963,"September","1960s",47,79,10
"296","196309290pit","Pittsburgh Steelers",23,"St. Louis Cardinals",10,33,13,TRUE,"9/29/1963",1963,"September","1960s",61,62,12
"297","196309290cle","Cleveland Browns",20,"Los Angeles Rams",6,26,14,TRUE,"9/29/1963",1963,"September","1960s",56,77,12
"298","196309290was","Washington Redskins",21,"Dallas Cowboys",17,38,4,TRUE,"9/29/1963",1963,"September","1960s",67,69,9
"299","196310050cle","Cleveland Browns",35,"Pittsburgh Steelers",23,58,12,TRUE,"10/5/1963",1963,"October","1960s",54,55,7
"300","196310060chi","Chicago Bears",10,"Baltimore Colts",3,13,7,TRUE,"10/6/1963",1963,"October","1960s",73,37,11
"301","196310060gnb","Green Bay Packers",42,"Los Angeles Rams",10,52,32,TRUE,"10/6/1963",1963,"October","1960s",67,59,13
"302","196310060det","Detroit Lions",26,"San Francisco 49ers",3,29,23,TRUE,"10/6/1963",1963,"October","1960s",64,52,10
"303","196310060was","Washington Redskins",14,"New York Giants",24,38,-10,FALSE,"10/6/1963",1963,"October","1960s",60,56,4
"304","196310060phi","Philadelphia Eagles",24,"Dallas Cowboys",21,45,3,TRUE,"10/6/1963",1963,"October","1960s",56,62,9
"305","196310060min","Minnesota Vikings",14,"St. Louis Cardinals",56,70,-42,FALSE,"10/6/1963",1963,"October","1960s",71,40,9
"306","196310130clt","Baltimore Colts",20,"San Francisco 49ers",3,23,17,TRUE,"10/13/1963",1963,"October","1960s",51,54,8
"307","196310130crd","St. Louis Cardinals",24,"Pittsburgh Steelers",23,47,1,TRUE,"10/13/1963",1963,"October","1960s",64,41,13
"308","196310130nyg","New York Giants",24,"Cleveland Browns",35,59,-11,FALSE,"10/13/1963",1963,"October","1960s",55,45,12
"309","196310130min","Minnesota Vikings",28,"Green Bay Packers",37,65,-9,FALSE,"10/13/1963",1963,"October","1960s",56,63,9
"310","196310130was","Washington Redskins",24,"Philadelphia Eagles",37,61,-13,FALSE,"10/13/1963",1963,"October","1960s",57,48,3
"311","196310130dal","Dallas Cowboys",17,"Detroit Lions",14,31,3,TRUE,"10/13/1963",1963,"October","1960s",76,37,8
"312","196310130ram","Los Angeles Rams",14,"Chicago Bears",52,66,-38,FALSE,"10/13/1963",1963,"October","1960s",66,63,9
"313","196310200crd","St. Louis Cardinals",7,"Green Bay Packers",30,37,-23,FALSE,"10/20/1963",1963,"October","1960s",72,54,8
"314","196310200nyg","New York Giants",37,"Dallas Cowboys",21,58,16,TRUE,"10/20/1963",1963,"October","1960s",62,80,7
"315","196310200ram","Los Angeles Rams",27,"Minnesota Vikings",24,51,3,TRUE,"10/20/1963",1963,"October","1960s",66,72,11
"316","196310200pit","Pittsburgh Steelers",38,"Washington Redskins",27,65,11,TRUE,"10/20/1963",1963,"October","1960s",66,39,5
"317","196310200sfo","San Francisco 49ers",20,"Chicago Bears",14,34,6,TRUE,"10/20/1963",1963,"October","1960s",61,70,11
"318","196310200cle","Cleveland Browns",37,"Philadelphia Eagles",7,44,30,TRUE,"10/20/1963",1963,"October","1960s",63,52,7
"319","196310200det","Detroit Lions",21,"Baltimore Colts",25,46,-4,FALSE,"10/20/1963",1963,"October","1960s",62,74,6
"320","196310270ram","Los Angeles Rams",28,"San Francisco 49ers",21,49,7,TRUE,"10/27/1963",1963,"October","1960s",66,79,7
"321","196310270pit","Pittsburgh Steelers",27,"Dallas Cowboys",21,48,6,TRUE,"10/27/1963",1963,"October","1960s",65,64,7
"322","196310270was","Washington Redskins",7,"St. Louis Cardinals",21,28,-14,FALSE,"10/27/1963",1963,"October","1960s",68,69,3
"323","196310270cle","Cleveland Browns",6,"New York Giants",33,39,-27,FALSE,"10/27/1963",1963,"October","1960s",60,80,9
"324","196310270det","Detroit Lions",28,"Minnesota Vikings",10,38,18,TRUE,"10/27/1963",1963,"October","1960s",62,57,10
"325","196310270clt","Baltimore Colts",20,"Green Bay Packers",34,54,-14,FALSE,"10/27/1963",1963,"October","1960s",62,77,5
"326","196310270chi","Chicago Bears",16,"Philadelphia Eagles",7,23,9,TRUE,"10/27/1963",1963,"October","1960s",59,51,9
"327","196311030phi","Philadelphia Eagles",17,"Cleveland Browns",23,40,-6,FALSE,"11/3/1963",1963,"November","1960s",43,51,18
"328","196311030min","Minnesota Vikings",21,"Los Angeles Rams",13,34,8,TRUE,"11/3/1963",1963,"November","1960s",45,47,12
"329","196311030dal","Dallas Cowboys",35,"Washington Redskins",20,55,15,TRUE,"11/3/1963",1963,"November","1960s",57,50,16
"330","196311030sfo","San Francisco 49ers",7,"Detroit Lions",45,52,-38,FALSE,"11/3/1963",1963,"November","1960s",54,74,8
"331","196311030gnb","Green Bay Packers",33,"Pittsburgh Steelers",14,47,19,TRUE,"11/3/1963",1963,"November","1960s",37,53,12
"332","196311030crd","St. Louis Cardinals",21,"New York Giants",38,59,-17,FALSE,"11/3/1963",1963,"November","1960s",43,47,10
"333","196311030clt","Baltimore Colts",7,"Chicago Bears",17,24,-10,FALSE,"11/3/1963",1963,"November","1960s",44,51,18
"334","196311100sfo","San Francisco 49ers",31,"Dallas Cowboys",24,55,7,TRUE,"11/10/1963",1963,"November","1960s",57,89,7
"335","196311100nyg","New York Giants",42,"Philadelphia Eagles",14,56,28,TRUE,"11/10/1963",1963,"November","1960s",55,72,10
"336","196311100crd","St. Louis Cardinals",24,"Washington Redskins",20,44,4,TRUE,"11/10/1963",1963,"November","1960s",54,62,9
"337","196311100chi","Chicago Bears",6,"Los Angeles Rams",0,6,6,TRUE,"11/10/1963",1963,"November","1960s",49,72,11
"338","196311100pit","Pittsburgh Steelers",9,"Cleveland Browns",7,16,2,TRUE,"11/10/1963",1963,"November","1960s",47,66,7
"339","196311100clt","Baltimore Colts",24,"Detroit Lions",21,45,3,TRUE,"11/10/1963",1963,"November","1960s",50,73,6
"340","196311100gnb","Green Bay Packers",28,"Minnesota Vikings",7,35,21,TRUE,"11/10/1963",1963,"November","1960s",44,67,12
"341","196311170was","Washington Redskins",28,"Pittsburgh Steelers",34,62,-6,FALSE,"11/17/1963",1963,"November","1960s",60,40,4
"342","196311170det","Detroit Lions",21,"Los Angeles Rams",28,49,-7,FALSE,"11/17/1963",1963,"November","1960s",56,66,11
"343","196311170nyg","New York Giants",48,"San Francisco 49ers",14,62,34,TRUE,"11/17/1963",1963,"November","1960s",55,51,10
"344","196311170min","Minnesota Vikings",34,"Baltimore Colts",37,71,-3,FALSE,"11/17/1963",1963,"November","1960s",43,69,7
"345","196311170dal","Dallas Cowboys",27,"Philadelphia Eagles",20,47,7,TRUE,"11/17/1963",1963,"November","1960s",72,64,18
"346","196311170chi","Chicago Bears",26,"Green Bay Packers",7,33,19,TRUE,"11/17/1963",1963,"November","1960s",62,74,16
"347","196311170cle","Cleveland Browns",14,"St. Louis Cardinals",20,34,-6,FALSE,"11/17/1963",1963,"November","1960s",54,56,16
"348","196311240ram","Los Angeles Rams",17,"Baltimore Colts",16,33,1,TRUE,"11/24/1963",1963,"November","1960s",59,76,8
"349","196311240cle","Cleveland Browns",27,"Dallas Cowboys",17,44,10,TRUE,"11/24/1963",1963,"November","1960s",35,64,11
"350","196311240gnb","Green Bay Packers",28,"San Francisco 49ers",10,38,18,TRUE,"11/24/1963",1963,"November","1960s",31,63,8
"351","196311240nyg","New York Giants",17,"St. Louis Cardinals",24,41,-7,FALSE,"11/24/1963",1963,"November","1960s",48,56,19
"352","196311240pit","Pittsburgh Steelers",17,"Chicago Bears",17,34,0,FALSE,"11/24/1963",1963,"November","1960s",35,63,15
"353","196311240min","Minnesota Vikings",34,"Detroit Lions",31,65,3,TRUE,"11/24/1963",1963,"November","1960s",25,70,12
"354","196311240phi","Philadelphia Eagles",10,"Washington Redskins",13,23,-3,FALSE,"11/24/1963",1963,"November","1960s",47,60,14
"355","196311280det","Detroit Lions",13,"Green Bay Packers",13,26,0,FALSE,"11/28/1963",1963,"November","1960s",40,77,8
"356","196312010crd","St. Louis Cardinals",10,"Cleveland Browns",24,34,-14,FALSE,"12/1/1963",1963,"December","1960s",34,62,12
"357","196312010was","Washington Redskins",20,"Baltimore Colts",36,56,-16,FALSE,"12/1/1963",1963,"December","1960s",38,44,11
"358","196312010pit","Pittsburgh Steelers",20,"Philadelphia Eagles",20,40,0,FALSE,"12/1/1963",1963,"December","1960s",26,78,13
"359","196312010chi","Chicago Bears",17,"Minnesota Vikings",17,34,0,FALSE,"12/1/1963",1963,"December","1960s",23,72,10
"360","196312010sfo","San Francisco 49ers",17,"Los Angeles Rams",21,38,-4,FALSE,"12/1/1963",1963,"December","1960s",48,83,8
"361","196312010dal","Dallas Cowboys",27,"New York Giants",34,61,-7,FALSE,"12/1/1963",1963,"December","1960s",51,47,12
"362","196312070ram","Los Angeles Rams",14,"Green Bay Packers",31,45,-17,FALSE,"12/7/1963",1963,"December","1960s",55,76,7
"363","196312080chi","Chicago Bears",27,"San Francisco 49ers",7,34,20,TRUE,"12/8/1963",1963,"December","1960s",36,86,15
"364","196312080nyg","New York Giants",44,"Washington Redskins",14,58,30,TRUE,"12/8/1963",1963,"December","1960s",44,72,12
"365","196312080det","Detroit Lions",38,"Cleveland Browns",10,48,28,TRUE,"12/8/1963",1963,"December","1960s",39,74,12
"366","196312080crd","St. Louis Cardinals",38,"Philadelphia Eagles",14,52,24,TRUE,"12/8/1963",1963,"December","1960s",35,66,22
"367","196312080dal","Dallas Cowboys",19,"Pittsburgh Steelers",24,43,-5,FALSE,"12/8/1963",1963,"December","1960s",47,26,21
"368","196312080clt","Baltimore Colts",41,"Minnesota Vikings",10,51,31,TRUE,"12/8/1963",1963,"December","1960s",42,76,11
"369","196312140sfo","San Francisco 49ers",17,"Green Bay Packers",21,38,-4,FALSE,"12/14/1963",1963,"December","1960s",42,82,7
"370","196312150crd","St. Louis Cardinals",24,"Dallas Cowboys",28,52,-4,FALSE,"12/15/1963",1963,"December","1960s",6,65,11
"371","196312150chi","Chicago Bears",24,"Detroit Lions",14,38,10,TRUE,"12/15/1963",1963,"December","1960s",1,74,11
"372","196312150clt","Baltimore Colts",19,"Los Angeles Rams",16,35,3,TRUE,"12/15/1963",1963,"December","1960s",21,50,19
"373","196312150nyg","New York Giants",33,"Pittsburgh Steelers",17,50,16,TRUE,"12/15/1963",1963,"December","1960s",23,51,20
"374","196312150was","Washington Redskins",20,"Cleveland Browns",27,47,-7,FALSE,"12/15/1963",1963,"December","1960s",24,35,13
"375","196312150phi","Philadelphia Eagles",13,"Minnesota Vikings",34,47,-21,FALSE,"12/15/1963",1963,"December","1960s",21,57,18
"376","196312290chi","Chicago Bears",14,"New York Giants",10,24,4,TRUE,"12/29/1963",1963,"December","1960s",4,60,11
"377","196409120dal","Dallas Cowboys",6,"St. Louis Cardinals",16,22,-10,FALSE,"9/12/1964",1964,"September","1960s",76,58,13
"378","196409130gnb","Green Bay Packers",23,"Chicago Bears",12,35,11,TRUE,"9/13/1964",1964,"September","1960s",53,64,10
"379","196409130pit","Pittsburgh Steelers",14,"Los Angeles Rams",26,40,-12,FALSE,"9/13/1964",1964,"September","1960s",54,46,12
"380","196409130was","Washington Redskins",13,"Cleveland Browns",27,40,-14,FALSE,"9/13/1964",1964,"September","1960s",58,73,11
"381","196409130phi","Philadelphia Eagles",38,"New York Giants",7,45,31,TRUE,"9/13/1964",1964,"September","1960s",58,64,12
"382","196409130sfo","San Francisco 49ers",17,"Detroit Lions",26,43,-9,FALSE,"9/13/1964",1964,"September","1960s",59,75,16
"383","196409130min","Minnesota Vikings",34,"Baltimore Colts",24,58,10,TRUE,"9/13/1964",1964,"September","1960s",54,71,11
"384","196409190ram","Los Angeles Rams",17,"Detroit Lions",17,34,0,FALSE,"9/19/1964",1964,"September","1960s",64,75,12
"385","196409200gnb","Green Bay Packers",20,"Baltimore Colts",21,41,-1,FALSE,"9/20/1964",1964,"September","1960s",65,92,9
"386","196409200pit","Pittsburgh Steelers",27,"New York Giants",24,51,3,TRUE,"9/20/1964",1964,"September","1960s",64,84,10
"387","196409200phi","Philadelphia Eagles",24,"San Francisco 49ers",28,52,-4,FALSE,"9/20/1964",1964,"September","1960s",62,67,14
"388","196409200cle","Cleveland Browns",33,"St. Louis Cardinals",33,66,0,FALSE,"9/20/1964",1964,"September","1960s",67,87,7
"389","196409200dal","Dallas Cowboys",24,"Washington Redskins",18,42,6,TRUE,"9/20/1964",1964,"September","1960s",75,82,9
"390","196409200min","Minnesota Vikings",28,"Chicago Bears",34,62,-6,FALSE,"9/20/1964",1964,"September","1960s",57,95,11
"391","196409250nyg","New York Giants",13,"Washington Redskins",10,23,3,TRUE,"9/25/1964",1964,"September","1960s",64,41,17
"392","196409270pit","Pittsburgh Steelers",23,"Dallas Cowboys",17,40,6,TRUE,"9/27/1964",1964,"September","1960s",64,54,15
"393","196409270phi","Philadelphia Eagles",20,"Cleveland Browns",28,48,-8,FALSE,"9/27/1964",1964,"September","1960s",64,70,12
"394","196409270ram","Los Angeles Rams",22,"Minnesota Vikings",13,35,9,TRUE,"9/27/1964",1964,"September","1960s",66,72,13
"395","196409270sfo","San Francisco 49ers",13,"St. Louis Cardinals",23,36,-10,FALSE,"9/27/1964",1964,"September","1960s",57,65,11
"396","196409270clt","Baltimore Colts",52,"Chicago Bears",0,52,52,TRUE,"9/27/1964",1964,"September","1960s",65,66,12
"397","196409280det","Detroit Lions",10,"Green Bay Packers",14,24,-4,FALSE,"9/28/1964",1964,"September","1960s",46,65,8
"398","196410040was","Washington Redskins",17,"St. Louis Cardinals",23,40,-6,FALSE,"10/4/1964",1964,"October","1960s",62,76,6
"399","196410040clt","Baltimore Colts",35,"Los Angeles Rams",20,55,15,TRUE,"10/4/1964",1964,"October","1960s",58,84,6
"400","196410040det","Detroit Lions",26,"New York Giants",3,29,23,TRUE,"10/4/1964",1964,"October","1960s",55,45,15
"401","196410040gnb","Green Bay Packers",23,"Minnesota Vikings",24,47,-1,FALSE,"10/4/1964",1964,"October","1960s",52,58,15
"402","196410040phi","Philadelphia Eagles",21,"Pittsburgh Steelers",7,28,14,TRUE,"10/4/1964",1964,"October","1960s",59,84,10
"403","196410040sfo","San Francisco 49ers",31,"Chicago Bears",21,52,10,TRUE,"10/4/1964",1964,"October","1960s",59,78,16
"404","196410040cle","Cleveland Browns",27,"Dallas Cowboys",6,33,21,TRUE,"10/4/1964",1964,"October","1960s",56,58,13
"405","196410100cle","Cleveland Browns",7,"Pittsburgh Steelers",23,30,-16,FALSE,"10/10/1964",1964,"October","1960s",40,69,14
"406","196410110was","Washington Redskins",35,"Philadelphia Eagles",20,55,15,TRUE,"10/11/1964",1964,"October","1960s",46,43,13
"407","196410110chi","Chicago Bears",38,"Los Angeles Rams",17,55,21,TRUE,"10/11/1964",1964,"October","1960s",38,69,7
"408","196410110min","Minnesota Vikings",20,"Detroit Lions",24,44,-4,FALSE,"10/11/1964",1964,"October","1960s",42,71,10
"409","196410110dal","Dallas Cowboys",13,"New York Giants",13,26,0,FALSE,"10/11/1964",1964,"October","1960s",60,49,12
"410","196410110gnb","Green Bay Packers",24,"San Francisco 49ers",14,38,10,TRUE,"10/11/1964",1964,"October","1960s",38,68,8
"411","196410120crd","St. Louis Cardinals",27,"Baltimore Colts",47,74,-20,FALSE,"10/12/1964",1964,"October","1960s",44,58,10
"412","196410180crd","St. Louis Cardinals",38,"Washington Redskins",24,62,14,TRUE,"10/18/1964",1964,"October","1960s",61,51,15
"413","196410180chi","Chicago Bears",0,"Detroit Lions",10,10,-10,FALSE,"10/18/1964",1964,"October","1960s",57,54,12
"414","196410180min","Minnesota Vikings",30,"Pittsburgh Steelers",10,40,20,TRUE,"10/18/1964",1964,"October","1960s",44,66,14
"415","196410180nyg","New York Giants",17,"Philadelphia Eagles",23,40,-6,FALSE,"10/18/1964",1964,"October","1960s",63,80,14
"416","196410180dal","Dallas Cowboys",16,"Cleveland Browns",20,36,-4,FALSE,"10/18/1964",1964,"October","1960s",68,60,16
"417","196410180ram","Los Angeles Rams",42,"San Francisco 49ers",14,56,28,TRUE,"10/18/1964",1964,"October","1960s",65,81,10
"418","196410180clt","Baltimore Colts",24,"Green Bay Packers",21,45,3,TRUE,"10/18/1964",1964,"October","1960s",64,70,12
"419","196410250det","Detroit Lions",0,"Baltimore Colts",34,34,-34,FALSE,"10/25/1964",1964,"October","1960s",50,46,12
